0.34824,0.93944,0.34946,0.93757,0.0033948
0.36587,0.89506,0.36704,0.89334,0.003473
0.406,0.92154,0.40704,0.92001,0.0013138
0.44939,0.91577,0.45029,0.91448,0.00060184
0.48341,0.90933,0.48421,0.90824,0.0005347
0.43614,0.87594,0.43709,0.87464,0.0026805
0.47019,0.84428,0.47103,0.84321,0.0038477
0.51203,0.81731,0.51275,0.8165,0.0059758
0.59348,0.81454,0.59395,0.81419,0.0053738
0.5937,0.84238,0.59416,0.842,0.0019996
0.54552,0.88071,0.54613,0.88001,0.00074214
0.59822,0.91389,0.59867,0.91344,0.00028995
0.6099,0.88423,0.61031,0.88388,0.00075036
0.66795,0.83568,0.66818,0.83572,0.0027584
0.70598,0.84616,0.7061,0.8464,0.0024761
0.72122,0.88378,0.7213,0.88405,0.00079144
0.70651,0.9182,0.70663,0.91835,0.00033641
0.66876,0.94484,0.66899,0.94475,0.00020454
0.61852,0.9803,0.61891,0.97988,7.2877e-05
0.5379,0.95519,0.53854,0.95435,0.00013238
0.50074,0.97426,0.50148,0.97319,9.2221e-05
0.4412,0.96966,0.44214,0.96826,0.00026214
0.45862,0.9998,0.4595,0.99846,7.9988e-05
0.41106,1.0062,0.41209,1.0046,0.00041347
0.36245,1.0258,0.36363,1.0239,0.001328
0.36717,1.0556,0.36833,1.0537,0.00080893
0.44608,1.0407,0.44699,1.0392,8.6991e-05
0.50529,1.022,0.50602,1.0209,1.8497e-05
0.57894,1.0082,0.57945,1.0076,2.7779e-05
0.57918,1.0393,0.57969,1.0386,1.1738e-05
0.52624,1.0454,0.52691,1.0444,9.0026e-06
0.45915,1.067,0.46003,1.0656,4.7153e-05
0.45081,1.0954,0.45171,1.0939,5.4863e-05
0.36321,1.1209,0.36439,1.1189,0.0007704
0.33643,1.1595,0.33769,1.1573,0.00063132
0.33675,1.1991,0.33801,1.1968,0.00049921
0.33704,1.2354,0.3383,1.233,0.00035459
0.35088,1.2651,0.35209,1.2628,0.00014294
0.36457,1.288,0.36574,1.2858,8.0572e-05
0.26347,1.2951,0.26496,1.2922,0.00081577
0.26375,1.3286,0.26524,1.3258,0.00060215
0.26417,1.379,0.26566,1.3761,0.000549
0.22213,1.475,0.22375,1.4717,0.00089012
0.2128,1.5128,0.21446,1.5094,0.0009879
0.19864,1.5579,0.20034,1.5544,0.0021178
0.2232,1.6038,0.22482,1.6003,0.0035196
0.2845,1.5689,0.28592,1.5659,0.0011868
0.25607,1.5406,0.25758,1.5375,0.00082487
0.3114,1.4575,0.31274,1.4547,0.00035233
0.31519,1.3578,0.31651,1.3552,0.00017319
0.37389,1.3338,0.37503,1.3315,6.6809e-05
0.46963,1.3133,0.47047,1.3116,6.8545e-06
0.4308,1.2943,0.43176,1.2924,1.3382e-05
0.40433,1.262,0.40538,1.26,2.5855e-05
0.40407,1.2295,0.40512,1.2276,4.4355e-05
0.43857,1.1817,0.43951,1.18,5.1984e-05
0.43826,1.1431,0.4392,1.1415,5.5411e-05
0.51417,1.092,0.51488,1.0909,8.2135e-06
0.51857,1.1237,0.51926,1.1226,7.4656e-06
0.55157,1.1344,0.55216,1.1334,2.3184e-06
0.53132,1.1682,0.53198,1.1671,4.0159e-06
0.53571,1.2029,0.53635,1.2017,2.8435e-06
0.5235,1.2247,0.52418,1.2234,4.3047e-06
0.55692,1.3,0.55749,1.2988,2.7947e-06
0.52433,1.3316,0.525,1.3303,3.2973e-06
0.50365,1.3478,0.50439,1.3462,4.8851e-06
0.45722,1.3646,0.45811,1.3628,1.8231e-05
0.44035,1.4068,0.44129,1.4048,4.8098e-05
0.45783,1.4414,0.45871,1.4395,4.8031e-05
0.43656,1.4745,0.43751,1.4724,9.1403e-05
0.44548,1.5093,0.4464,1.5073,0.00018795
0.45024,1.5668,0.45114,1.5647,0.0005063
0.38503,1.6107,0.38613,1.6081,0.0015566
0.40734,1.638,0.40838,1.6355,0.0023436
0.47648,1.6445,0.47731,1.6424,0.0025276
0.54314,1.632,0.54375,1.6303,0.0011317
0.4929,1.5827,0.49367,1.5808,0.00052942
0.49678,1.5412,0.49754,1.5394,0.00015759
0.50073,1.5093,0.50147,1.5075,7.0175e-05
0.55047,1.5219,0.55107,1.5204,0.00011206
0.59049,1.4699,0.59096,1.4687,5.5017e-05
0.52902,1.4039,0.52968,1.4024,1.5143e-05
0.65287,1.3937,0.65314,1.393,1.7901e-05
0.70238,1.3772,0.70251,1.3767,1.6674e-05
0.67562,1.3507,0.67583,1.3501,3.6001e-06
0.69812,1.3111,0.69826,1.3108,2.2493e-06
0.69797,1.2901,0.69811,1.2897,7.7288e-07
0.72408,1.2721,0.72415,1.2719,1.3437e-06
0.7535,1.2544,0.75348,1.2544,1.9733e-06
0.6864,1.263,0.68658,1.2626,1.0109e-06
0.58476,1.2441,0.58525,1.2431,9.9652e-07
0.58441,1.1976,0.5849,1.1967,8.6311e-07
0.62001,1.1768,0.62039,1.1762,1.0729e-06
0.59999,1.1455,0.60043,1.1447,2.0665e-06
0.59558,1.0897,0.59604,1.089,6.644e-06
0.67381,1.1087,0.67403,1.1084,9.9778e-06
0.71144,1.0774,0.71154,1.0774,1.8267e-05
0.77369,1.0248,0.7736,1.0252,7.5868e-05
0.79255,1.1404,0.7924,1.1407,1.1335e-05
0.75298,1.1833,0.75296,1.1834,2.8291e-06
0.67829,1.1965,0.67849,1.1961,1.972e-06
0.79668,1.2166,0.79652,1.2169,5.5267e-06
0.7936,1.2868,0.79346,1.287,6.9185e-06
0.75792,1.3579,0.75788,1.3578,1.3423e-05
0.80849,1.3714,0.8083,1.3715,2.8851e-05
0.74788,1.4886,0.74787,1.4883,9.9262e-05
0.64205,1.5039,0.64236,1.503,0.00013218
0.62293,1.5633,0.62331,1.5622,0.00031511
0.62375,1.6706,0.62411,1.6693,0.0018023
0.63967,1.7055,0.63999,1.7043,0.0027891
0.57641,1.7283,0.57692,1.7267,0.0059426
0.83268,1.7879,0.83242,1.7877,0.0069593
0.91856,1.818,0.91804,1.8182,0.007044
0.98115,1.8444,0.98044,1.8449,0.016809
1.132,1.8008,1.1308,1.8023,0.026005
1.0532,1.7536,1.0522,1.7547,0.012036
0.86721,1.7542,0.86684,1.7543,0.0034463
0.90427,1.6953,0.90379,1.6956,0.0016463
0.94404,1.6625,0.94344,1.6631,0.0015197
0.88029,1.6639,0.87988,1.6641,0.00092154
0.72676,1.636,0.72682,1.6354,0.0015338
0.81374,1.6071,0.81353,1.607,0.00083797
0.74831,1.5479,0.7483,1.5475,0.00032584
0.92007,1.5549,0.91954,1.5555,0.00033702
0.953,1.5327,0.95237,1.5335,0.00022407
1.0338,1.647,1.0329,1.6481,0.003369
1.0921,1.6353,1.0911,1.6367,0.0095321
1.1075,1.6978,1.1065,1.6992,0.013882
1.1274,1.5517,1.1262,1.5534,0.0090416
1.1881,1.5231,1.1868,1.5252,0.019241
1.2381,1.4474,1.2366,1.4499,0.029329
1.1444,1.4524,1.1432,1.4544,0.0076678
1.0797,1.5881,1.0787,1.5895,0.0045647
1.0142,1.5364,1.0134,1.5376,0.0010754
1.0044,1.4958,1.0036,1.4969,0.00044406
1.0264,1.478,1.0255,1.4792,0.0010469
0.96203,1.4204,0.96137,1.4213,0.00017286
1.007,1.4102,1.0062,1.4115,0.00070696
0.95857,1.3926,0.95793,1.3935,0.00013787
0.88153,1.3552,0.88112,1.3557,3.0964e-05
0.96799,1.3421,0.96732,1.3432,0.00014897
1.0128,1.3275,1.012,1.3288,0.00045872
1.1202,1.3525,1.119,1.3544,0.0052186
1.0959,1.294,1.0948,1.2959,0.0014792
1.1284,1.262,1.1273,1.2641,0.0016237
1.0775,1.259,1.0765,1.2608,0.00038824
1.0124,1.2807,1.0116,1.2821,0.00017931
0.94133,1.2724,0.94074,1.2734,2.639e-05
0.94095,1.2162,0.94036,1.2173,1.6718e-05
0.97015,1.1833,0.96947,1.1846,1.9309e-05
0.924,1.1623,0.92346,1.1633,1.1392e-05
0.92383,1.1368,0.92329,1.1379,9.884e-06
0.96003,1.1299,0.95938,1.1312,3.8222e-05
0.93357,1.1063,0.93301,1.1075,3.985e-05
0.90005,1.0933,0.89959,1.0943,2.5812e-05
0.94953,1.0314,0.94892,1.0328,8.7118e-05
0.9689,1.0021,0.96823,1.0036,0.00014655
0.89253,0.98462,0.89208,0.98573,6.0269e-05
0.94588,0.97783,0.94528,0.97924,5.1301e-05
0.9751,0.96088,0.9744,0.96247,0.00025661
0.96188,0.92616,0.96123,0.92772,0.00052898
0.9258,0.94224,0.92525,0.94358,0.00017826
0.85462,0.95268,0.85429,0.95362,0.00014483
0.85081,0.90334,0.85049,0.90431,0.00036518
0.88493,0.86981,0.8845,0.87101,0.00079748
0.83993,0.84149,0.83964,0.84248,0.00099399
0.80081,0.79873,0.80064,0.79955,0.0031087
0.79347,0.7714,0.79332,0.77221,0.0070204
0.8706,0.77644,0.87022,0.77768,0.0035971
0.91464,0.777,0.91413,0.77849,0.0054876
0.8974,0.71481,0.89694,0.71627,0.016688
0.98033,0.78362,0.97963,0.78546,0.0097589
1.0092,0.79878,1.0084,0.80076,0.0088127
0.98426,0.88682,0.98354,0.88856,0.001611
1.0568,0.91951,1.0559,0.92162,0.0017508
1.1083,0.90895,1.1072,0.91136,0.0022055
1.1288,0.87404,1.1277,0.8766,0.005895
1.1256,0.83376,1.1245,0.83634,0.01051
1.1895,0.86063,1.1882,0.86354,0.022791
