0.17036,0.66209,0.15196,0.68376,-6.971e-45
0.18466,0.61086,0.16956,0.63949,-1.6105e-48
0.21766,0.63638,0.2096,0.66614,8.4826e-52
0.25409,0.62532,0.2529,0.66057,1.1047e-57
0.28323,0.61428,0.28686,0.65429,1.1844e-55
0.24289,0.58147,0.23968,0.62071,-3.1469e-52
0.27185,0.54118,0.27366,0.58923,-1.1644e-46
0.30813,0.50453,0.31542,0.56247,-2.7106e-42
0.38105,0.48973,0.39671,0.56009,-7.8461e-43
0.38124,0.52263,0.39692,0.58791,-1.1363e-45
0.33774,0.57393,0.34885,0.62598,-2.8826e-48
0.38539,0.60672,0.40144,0.65938,-6.8148e-37
0.39612,0.57013,0.41309,0.6298,8.8258e-39
0.45049,0.50418,0.47102,0.58155,-6.9729e-36
0.48703,0.51141,0.50898,0.5922,2.8567e-31
0.50189,0.55525,0.52419,0.62986,3.2143e-28
0.48755,0.59916,0.50951,0.66419,-4.956e-25
0.45126,0.63581,0.47184,0.69064,-6.4606e-25
0.40409,0.68346,0.42169,0.72584,-3.3498e-28
0.33096,0.6617,0.34124,0.70037,-1.3162e-42
0.29826,0.68737,0.30415,0.71926,-1.3139e-48
0.24716,0.68749,0.24474,0.71438,2.103e-56
0.26195,0.72037,0.26212,0.74458,8.0815e-55
0.22187,0.73143,0.21466,0.75074,3.6908e-54
0.18187,0.75712,0.16614,0.77016,-8.2219e-47
0.18571,0.79002,0.17085,0.79992,-7.5184e-49
0.25128,0.76792,0.2496,0.78535,2.1315e-56
0.30223,0.74221,0.30869,0.76702,2.4141e-45
0.36781,0.72011,0.3822,0.75356,-1.8594e-33
0.36802,0.75667,0.38244,0.78458,5.0958e-34
0.32064,0.76776,0.3296,0.79049,2.1888e-41
0.26241,0.79715,0.26265,0.81176,1.3833e-53
0.2553,0.83007,0.25432,0.84011,2.7013e-56
0.18249,0.86315,0.16691,0.86517,-3.8667e-54
0.16085,0.90708,0.14017,0.90358,-9.6262e-56
0.16111,0.95096,0.14049,0.94314,-2.2416e-62
0.16135,0.99118,0.14079,0.9794,-2.3316e-69
0.17249,1.0241,0.15459,1.0092,-1.6464e-74
0.18359,1.0496,0.16825,1.0322,-1.0822e-71
0.10333,1.0571,0.067365,1.0387,-2.8331e-61
0.10355,1.0937,0.067642,1.0723,-4.6291e-55
0.10387,1.1485,0.068059,1.1226,-2.3919e-47
0.071625,1.251,0.026102,1.2183,-2.2109e-36
0.064561,1.2912,0.016798,1.2561,-3.2193e-34
0.053891,1.3388,0.0026643,1.3011,-1.9301e-34
0.072443,1.3899,0.027177,1.347,-5.3214e-34
0.1197,1.3569,0.088346,1.3125,-1.9554e-37
0.097606,1.3241,0.059972,1.2841,-5.876e-36
0.14089,1.2362,0.1152,1.2012,-2.4556e-42
0.14389,1.1265,0.11897,1.1017,-7.4538e-54
0.19119,1.1008,0.17755,1.0779,-1.6247e-64
0.27137,1.0787,0.2731,1.0579,6.1541e-73
0.23839,1.0568,0.23435,1.0387,-2.0211e-80
0.21627,1.0203,0.20794,1.0063,-1.711e-82
0.21605,0.98373,0.20768,0.97391,-2.3814e-78
0.24493,0.92882,0.2421,0.92627,1.261e-66
0.24467,0.88494,0.2418,0.88769,1.6768e-62
0.31001,0.82263,0.31756,0.837,2.67e-44
0.31387,0.85918,0.32195,0.86872,1.0102e-45
0.34314,0.87008,0.35488,0.87953,3.7901e-41
0.32513,0.91034,0.33467,0.91322,1.1938e-47
0.32901,0.95055,0.33905,0.94785,1.5394e-51
0.31821,0.97617,0.32687,0.96957,2.7976e-57
0.34793,1.0639,0.36021,1.045,1.1003e-60
0.31895,1.1005,0.32769,1.0765,2.3959e-59
0.3008,1.1188,0.30706,1.0925,3.2052e-60
0.26076,1.1372,0.26072,1.1091,1.1054e-66
0.24644,1.1848,0.24389,1.1512,1.1768e-64
0.26128,1.2249,0.26133,1.1859,2.0741e-57
0.24324,1.2615,0.24011,1.2188,-2.9931e-59
0.25078,1.3018,0.249,1.2537,-7.1649e-56
0.25482,1.3676,0.25375,1.3111,-3.225e-54
0.20033,1.4116,0.18867,1.3547,-1.5145e-49
